"NS"	"FirstVid"	"a1_AfterGamb"	"beta1_AfterGamb"	"a2_AfterGamb"	"beta2_AfterGamb"	"w_AfterGamb"	"pi_AfterGamb"	"lambda_AfterGamb"	"a1_AfterNeu"	"beta1_AfterNeu"	"a2_AfterNeu"	"beta2_AfterNeu"	"w_AfterNeu"	"pi_AfterNeu"	"lambda_AfterNeu"	"MFRL_AfterGamb"	"MBRL_AfterGamb"	"AUC_AfterGamb"	"MBunRL_AfterGamb"	"AUCun_AfterGamb"	"MFRL_AfterNeu"	"MBRL_AfterNeu"	"AUC_AfterNeu"	"MBunRL_AfterNeu"	"AUCun_AfterNeu"
59	"Gambling"	0.48796092717191	2.20748025683282	0.476884888275737	2.22792263303747	0.399185787029812	0.57608914677918	0.972299909611726	0.952440018496809	6.12573757158138	0.0353138998235006	3.03098877880883	0.350100595374476	0.676400183342167	0.971967903837202	1.813909529369	0.785007926000501	0.586315039201711	1.05925625281321	0.419233186675047	237.74430501315	58.2352236534836	0.764985380116959	0.883715101688708	0.441935483870968
57	"Gambling"	0.0706424745729184	8.32573846700906	0.0325232532938421	5.46913174285014	0.415730435162004	0.313995142160857	0.971833140726356	0.873500963187993	4.10878643926544	0.0667304310273376	3.94899074733673	0.957672603313026	0.551646798287132	0.969975019531559	0.898972882231817	1.32604569605859	0.555461592670895	0.797724035218453	0.587216248506571	0.398858194993764	1.45357684242023	0.683677298311445	0.819756061276942	0.544776119402985
121	"Gambling"	0.349740897339958	9.95521802997693	0.0240045980339074	4.08093947438976	0.355791314067868	2.23971046758931	0.971958285918797	0.901260206610105	6.00700332773952	0.0162382179048664	3.22014264384952	0.548386207676263	3.59906877408907	0.970688864375695	8519.95458459515	0.99999999962562	0.730337078651685	0.999999999999998	0.25	75.2765063550167	0.012875509453429	0.534050179211469	1.62480768092715	0.39010989010989
33	"Gambling"	0.49170386578767	3.84229110597773	0.0270206125066991	4.71505845117061	0.447102288556339	2.59517798199091	0.971854329586611	0.915844186136921	4.42338613229062	0.325366205410366	2.13237727116578	0.739548135596904	3.27782239074486	0.970840092733164	94.8508196423358	68.2568235230869	0.729812087353987	0.719194952246078	0.525842696629213	98.0079513346941	0.0203100223516749	0.69047619047619	1.14395890350548	0.4625
87	"Gambling"	0.452587772996368	4.80897289984118	0.447599115973277	1.96745750026528	0.357068995638097	0.804467293323469	0.971600264012706	0.931724151743377	4.232039665461	0.355291600610732	2.73919659878868	0.27223709524046	0.672884715114308	0.972907406320615	1.18388614434725	1.11206739220342	0.566758822572776	0.912870929175759	0.585887384176764	3.12179224281749	0.894629684333646	0.751633986928105	0.939336436627758	0.535897435897436
275	"Gambling"	0.108887111622161	4.506258826962	0.0537306648489656	3.57575847775441	0.390343440934756	0.95308882832074	0.97163929636835	0.889803006473699	5.04122142589324	0.0287824262760641	2.94170948129314	0.933542045406966	1.13659269465738	0.970344326344317	1.0502435561901	0.953080497263585	0.483901292596945	1.19948968741001	0.465573770491803	1.24235005491299	0.699984962456009	0.550154586052903	1.12815214963669	0.525925925925926
71	"Gambling"	0.674823332215613	3.74570153745613	0.451496296685202	3.71998100322236	0.442730895550855	2.64629087856649	0.972177178422392	0.916394980471608	3.41290563275535	0.562365669177786	1.98409962270018	0.74064512400037	2.86900492103155	0.970829398980284	118.17392457489	0.0244889829639499	0.736158192090395	0.769800358923809	0.564926372155288	2.42801782100457	0.970363700428233	0.731818181818182	1.45960089839865	0.59375
94	"Gambling"	0.252283463683633	4.12070331135918	0.0268221508312724	7.48412451893504	0.487915195095571	1.94588772920669	0.971260928884749	0.89053391729625	4.53938054017109	0.0677023376786451	5.1757962100501	0.715410316361987	2.65319541967822	0.970492588480305	1.38755888512269	0.936326897680453	0.5378125	1.25691365366026	0.352272727272727	1.26317647620168	1.19605652416254	0.55685510071475	1.08604197861615	0.5
278	"Gambling"	0.258428461841654	3.63649953667111	0.0228006345549329	7.70640680628204	0.514370707956206	1.54304614949422	0.971434655090324	0.893641567187898	2.96729562463742	0.0697487317057835	3.91070748598288	0.89793272270894	0.0187585083619356	0.970577113206562	0.97610128137134	1.93931659642348	0.696747967479675	0.848528138990661	0.460837887067395	0.972499088389812	1.76505708468667	0.734848484848485	0.555959449142642	0.833333333333333
248	"Gambling"	0.324333798405589	3.55961679969615	0.14011117172308	3.93390238791432	0.542784713720044	2.86504910797062	0.971264462220573	0.92961720881762	4.7630822314347	0.310254359827363	5.20498803388	0.57083518423539	3.16749193594502	0.971251649865517	1.2247448745645	1.22474486821867	0.744252873563218	0.000252230268669373	0.605769230769231	10599.3259299628	1.20455488782043	0.784864864864865	0.689202437605106	0.542528735632184
250	"Gambling"	0.399201524390761	2.69186800146146	0.0472297698293321	3.67003572473399	0.503448172497226	1.40160958406472	0.971326538817355	0.952945250226556	6.75477423199441	0.0147067512794699	3.69384285618275	0.424645602143419	1.69463443530256	0.971471584056042	0.88913970502826	0.795270728774922	0.511979823455233	1.33853153365759	0.538983050847458	8474.21006137413	1.00421062320614	0.734406438631791	0.991631652043024	0.545611015490533
251	"Gambling"	0.730594575160341	5.29255707598686	0.374883812464318	6.33201686619038	0.468976663044738	2.02015984296474	0.972472119193112	0.901174182161404	6.72942365190712	0.615400798921022	4.27276536824048	0.51242622925662	1.78036502295258	0.971286040289404	125.992139787109	0.0176938158194446	0.660714285714286	0.941858149719924	0.397727272727273	0.0457040667868897	76.7597354866991	0.836309523809524	9.09429166863248e-05	0.737566137566138
58	"Neutral"	0.578123691152685	4.84638209754856	0.739177710673139	2.96886427552598	0.507053348843716	2.78076473350004	0.972186269265924	0.912398956655933	7.49615499427741	0.639804022500521	3.97115056106746	0.633486127517116	2.27086181998997	0.971445806904113	121.142536834193	84.2677593916124	0.784340659340659	0.739369100463514	0.51307847082495	1.21535917143313	10256.0245987294	0.832022471910112	0.000132270669145178	0.699013157894737
54	"Neutral"	0.156295479047097	5.18993125363171	0.126221935082905	6.15902462982942	0.512403704465308	0.442571363678791	0.971527125659745	0.917439967637242	3.58228338235815	0.0377627745907681	4.80243807766791	0.794019524421848	0.704261306783656	0.970296570251425	0.81537446655226	1.56132323449833	0.615543186971758	0.682085509090775	0.545	1.37317809593814	1.12228960343963	0.636813186813187	1.29777136904597	0.567418546365915
43	"Neutral"	0.871618753340249	5.54582508205131	0.3875973965611	2.80193183301126	0.214326021666388	0.323582790572069	0.973130838372429	0.912022954363369	2.96175585569317	0.396491604555514	3.8472136468148	0.424849485965631	1.57244956650092	0.97096775573576	3.20465254764037	1.14653135052667	0.794998407136031	1.06066017163323	0.479285714285714	102.857684787283	0.0131838724815618	0.71606033717835	1.49960122290939	0.576479076479076
125	"Neutral"	0.180865729724415	2.93173935224042	0.0168322887652323	3.33444945940723	0.551151746458011	0.0263013937553164	0.971298903539244	0.909010849262251	2.80457160350121	0.0356407863011566	3.21010496272418	0.86338341767549	0.105772192573602	0.970071957083043	0.805996322726911	0.884030464040272	0.57705550199697	1.16936916430288	0.551994301994302	1.01699062377468	1.19668962363875	0.553631151457238	1.12422812843539	0.50702947845805
92	"Neutral"	0.490965644192661	5.92175148806017	0.655077828157643	3.81667594308007	0.35863058036493	2.71281961510052	0.972063121519208	0.918230773838055	3.59921220363648	0.555644073539836	5.22455857870713	0.484850991959921	2.77551102896043	0.971020227901304	78.8159130685802	0.0277605725453516	0.769565217391304	0.633805492089515	0.642441860465116	123.530857333577	0.0177629191284246	0.784567901234568	1.44115338423772	0.6390625
41	"Neutral"	0.683306894184286	3.76670937279244	0.520594109386712	2.01562407364645	0.336613425977568	0.495328357827854	0.972465314759232	0.95082481495166	3.21562598090879	0.130686837290671	3.00396284828506	0.53681893358607	0.492620050377824	0.970676864889187	2.52759843005524	0.592478218093175	0.674731530599043	1.08566415924386	0.521482277121375	1.63148157486132	0.81035630094743	0.629788306451613	1.36626010212793	0.53640350877193
55	"Neutral"	0.974004278740591	8.51862263346284	0.0492822081865268	2.85771978384973	0.286579245249882	0.0704549706617593	0.972818696110551	0.915465724414128	3.47371467034485	0.148044441162159	2.41727706957672	0.769202886727278	1.0351563468741	0.970813438344233	41837.8005280509	1.22561626316834	0.916862170087977	0.665719023449891	0.570454545454545	9932.53605580876	1.12039806306949	0.819327731092437	0.796627506814946	0.58703481392557
276	"Neutral"	0.124857818120014	3.61965060090479	0.0180992589758177	3.46177152326559	0.560195180617215	0.231897031820137	0.971344770538551	0.886616379146287	3.08008731386021	0.0176296820118497	3.66124291015782	0.920473644969061	0.128961474889713	0.970036731675626	0.864123807943689	1.11557903907575	0.534552845528455	0.884651736929386	0.565277777777778	0.760343088729426	0.848955207111258	0.644103873988931	0.939336436627729	0.557446808510638
88	"Neutral"	0.425954500087756	7.11913408182379	0.0913852050129471	3.96897995063457	0.393035822142148	3.35065538474997	0.971969098787197	0.90877704129279	4.3966052413933	0.329870229008668	3.0859421785839	0.759019045977896	2.03503923477122	0.970430443715537	1.00000110812916	1.00000110812916	NA	0.999999897289632	NA	0.999999999969075	0.999999999969075	NA	0.999999975678166	NA
117	"Neutral"	0.696029614307603	6.42425908469992	0.44644448175258	2.82881596521168	0.265089799036055	1.66081765745961	0.973497761490434	0.898542420066304	5.24729654240176	0.302460058165373	3.95067318681555	0.567430868765577	2.07866196091528	0.970802156103237	12230.1334825799	1.207745804549	0.806311637080868	0.68556546130591	0.54537037037037	10083.1129194108	1.12663017666814	0.791666666666667	0.787838597158668	0.487179487179487
119	"Neutral"	0.739864353481788	5.15399172782462	0.510009267033691	2.11949517399785	0.357023978229752	1.98552164908709	0.973160482341971	0.950499248974165	6.00870084445996	0.591419935050473	2.94279081411715	0.56562838616087	0.918430306475072	0.971953157095456	131.307279425849	62.284511451877	0.744573643410853	0.8344437046947	0.463320463320463	2.87200661715324	2.48184123500896	0.771328398909233	0.670280062600576	0.545634920634921
269	"Neutral"	0.959365892480776	5.42350476408444	0.103862582760318	3.32407640245122	0.284050354581814	0.130471807977163	0.972503138730643	0.946627318187716	3.97804523497503	0.190406664747993	2.32902087358198	0.559717382632987	0.507190457993832	0.97034225335128	8.66660740309362	1.21715291596606	0.86754126110876	0.89131613047473	0.480867346938776	3.67824811488178	0.948761717831969	0.794801462904911	1.11092744120142	0.56828885400314
56	"Neutral"	0.267262509082053	2.29026953826938	0.145081512301948	2.63676498513951	0.503732544935036	0.665286174352751	0.971350533506853	0.884399061984504	3.03466651604398	0.0207675139083077	3.93380855028826	0.922453500934261	0.344464144038536	0.969994965002254	1.0886171938069	0.930604859102209	0.531498015873016	1.12390297389792	0.515151515151515	0.729476497877536	1.31131490608558	0.582358674463938	0.879958591158411	0.547697368421053
259	"Neutral"	0.869392039231195	3.2002878783926	0.0921454378575518	10.3824685539773	0.426080557250755	0.621518070878475	0.972079896501308	0.95119459881921	3.08712530760958	0.115084636302669	2.68498635094076	0.467825733389001	0.185722028431376	0.97028790321006	4.04615145782094	0.967215208479698	0.791690962099125	0.803219330123255	0.532520325203252	2.47757451447526	0.649046272884685	0.658866995073892	1.2026755886059	0.425133689839572
48	"Neutral"	0.334562750416059	4.52332449214507	0.20993563221011	4.60457906205111	0.41125216450943	2.52628300203665	0.971640139453192	0.878537267184599	11.1325618128943	0.0857077931728162	4.18125501322434	0.94650585030666	1.42552454030639	0.969983577006333	69.063427663653	0.0160552689598901	0.707872928176796	2.20907220343478	0.674418604651163	0.920622649686177	0.782378809234231	0.644399000227221	1.48064435037847	0.688888888888889
268	"Neutral"	0.689673296129637	4.60818701053683	0.0449171563587316	4.05326291664066	0.422102056287614	3.55750215784228	0.972075638702246	0.926712343644146	5.05163552958871	0.10686296749323	2.48190954529355	0.568699580324392	3.58778968160518	0.97054477505879	124.241959695268	124.24196058662	0.933510638297872	0.000176099408071581	0.837662337662338	7840.2557489134	0.860789506048876	0.781420765027322	1.34960310715077	0.493670886075949
91	"Neutral"	0.598837582747943	5.16624704313498	0.631532212560219	4.14413899962388	0.484508002797691	2.9024232837724	0.971497910639436	0.886635590235391	4.54455814255133	0.41554931060271	4.10941217375376	0.730249376317366	3.85518522239295	0.970442244527204	1.51772929529486	1.45818714018878	0.727188081936685	0.824957911384311	0.681506849315068	1.14920683708702	1.14920684150822	0.627717391304348	0.000136057333258145	0.530864197530864
273	"Neutral"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0219669050746359	97.3703376216834	0.756834532374101	0.000124912049117588	0.693548387096774	1.60192689188087	1.21888360128703	0.592253521126761	0.852802865422472	0.5
34	"Neutral"	0.489799333966605	3.23108022049741	0.633409677914995	2.71928232639323	0.463889033993284	1.78502182776867	0.972066311363524	0.937181915528734	5.28130124526676	0.332193694037288	5.40889599252839	0.365849239493267	1.06537941689856	0.97111534543531	2.19056811180852	0.948543822829635	0.653125	1.1832159566203	0.517361111111111	3.73261847404557	0.980233634106857	0.782869122491764	1.24498995979726	0.5
66	"Neutral"	0.518221394162729	3.78181561834901	0.592931871441422	3.20951402075413	0.493370373778546	2.17315388698258	0.971936474824893	0.909427327057109	5.14559925340282	0.800248088741953	3.35745615566019	0.85064513248311	2.43469083527084	0.970732189456117	70.4006392532729	115.220092268358	0.737787356321839	0.564374448880993	0.528019925280199	70.3947084689344	103.791335196134	0.767816091954023	0.686375342733132	0.602564102564103
127	"Neutral"	0.779674377273954	3.79085275177457	0.0830407882670276	4.33712690140566	0.425862547291895	0.630330415682838	0.972797161546895	0.935336759989703	4.56281568309984	0.273068404015735	2.26881313694291	0.504757122412336	0.253356637180643	0.970365095031939	3.69042622790008	0.688268070717976	0.757707338254451	1.2706625543794	0.531902206320811	1.49904571351005	1.0926079304578	0.547043010752688	0.896239608645744	0.393658536585366
112	"Neutral"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799751304511167	0.818571557202499	0.6	1.3228756555315	0.553497942386831	1.71456219728164	0.727427171148361	0.700459201695514	1.29099444873391	0.761904761904762
67	"Neutral"	0.660375435659353	2.29912784486259	0.0174869900862467	7.20658808982272	0.556325180328925	0.53012184719049	0.971236670526655	0.888538171902089	4.23237956453058	0.0627560500604577	3.73568525672463	0.675302159097357	3.52101924457145	0.970535973448713	1.74787026500742	0.791629343893591	0.615944666909356	1.41841628653395	0.563516260162602	0.713565045088128	0.713565050197255	0.887096774193548	0.000290269370924138	0.956989247311828
80	"Neutral"	0.602227016642049	2.40994485275004	0.299081611476726	6.02522939511331	0.533930027863915	0.902034145802414	0.971522662209714	0.899056319685271	2.09004181728466	0.0703799523219192	7.72767046281987	0.873468370609518	1.06025331571783	0.970335186072646	0.881492305428021	10621.1321416948	0.987980769230769	20.5912602819728	0.948559670781893	64.9793395474152	89.9598220802035	0.951428571428571	6.06630027842148	0.818727490996399
238	"Neutral"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.65520905301219	0.832624313820455	0.859781800148773	0.982564043086139	0.528846153846154	1.41840387069664	1.32679533005533	0.61741935483871	0.632455532033612	0.649553571428571
262	"Neutral"	0.148696335601308	5.28429111848431	0.0321988582152308	8.3453091707792	0.442361971296373	2.71725224328105	0.971214131656736	0.882884240863302	3.45555757677632	0.0876907466347619	3.80817388989558	0.927482673561396	2.41570441012603	0.97030151178506	1.25233593477087	1.54875619224853	0.598526703499079	0.898717034272951	0.455882352941176	0.513345051752338	0.795270734517914	0.671372549019608	2.12132031287971	0.615384615384615
266	"Neutral"	0.619242888357535	3.85994074760506	0.0243362427738008	5.22357896873211	0.515351039307051	3.04321366202492	0.971538805600059	0.896707795118814	4.21455947133055	0.125618240493872	2.91118312408596	0.775113693281981	2.67506715424901	0.97008807351534	111.64300481019	0.0218124448203457	0.731884057971015	1.09290642069576	0.561194029850746	1.45881880671432	1.27946873314471	0.712777777777778	1.76068166808384	0.654471544715447
247	"Neutral"	0.691902607391523	3.58543809435759	0.0330012457697318	4.63727718372491	0.474201740970933	1.87040981907096	0.971449197956871	0.911018853446869	4.95311674648055	0.152179420587121	4.75904473174136	0.843929980430156	2.0474895543443	0.970431986470861	1.93620083883699	1.06050087529182	0.681360946745562	1.13345587572855	0.40979020979021	1.40232964170583	1.10863892453959	0.522910216718266	0.938749167779484	0.409769335142469
62	"Neutral"	0.434588334725375	7.75917323062614	0.189304575301035	7.07270274146661	0.382591618605281	3.28873158731113	0.971466879712529	0.860685267870156	5.64920283986631	0.223441767069014	12.1351699479162	0.610390594044875	2.85914256800652	0.971185966198027	0.999998889696127	0.999998889696127	NA	1.00000231071443	NA	80.7329774573057	0.0187740353438242	0.614864864864865	1.47528661216391	0.36150234741784
253	"Neutral"	0.853837218933883	3.84131027052862	0.0526641401473032	3.60196783643828	0.398557512976642	0.0978985868724062	0.972428366104782	0.887070574455008	3.44475203634545	0.0270743704734928	4.8053443366295	0.839598087655393	1.28962203101495	0.970143930251522	3.43525544262112	0.661115289317281	0.721461187214612	1.19873883307117	0.461538461538462	1.86872682180424	0.787129731487198	0.643666666666667	1.61164592804835	0.674019607843137
